sub,rPPC_spaceloc,rPPC_toolloc,rPPC_distloc,rAPC_spaceloc,rAPC_toolloc,rAPC_distloc
2001.0,0.3704605896716675,0.4641687859379852,0.4809252463557002,0.4623298798889109,0.4740243002765308,0.4595904758182758
2003.0,0.5823588508064571,0.5102892395863884,0.6112676084459303,0.6235413605867166,0.6442279718588318,0.5804511374217416
2004.0,0.6260323651866013,0.4558286729774669,0.6211395648580684,0.6060164019110171,0.4980126462224124,0.6098186151769114
2005.0,0.5775503573452447,0.2009252391875961,0.4944412578918215,0.4801840462190482,0.4697859071571938,
2008.0,0.5535522001200672,,0.1768268299929304,0.5871803536672708,,0.21942474100965867
2012.0,0.6635264436135253,,0.6665796105747013,0.6806395684800097,,0.6548580310901554
