sub,rPPC_spaceloc,lAPC_distloc
2001.0,0.32686033086298466,0.36223413444224467
2002.0,0.3090681501815869,0.2435829939766925
2003.0,0.271005489378342,0.2595578483425084
2004.0,0.3810292184434732,0.2814201758146472
2005.0,0.44853735362117525,0.30854594632232896
2007.0,0.3182871830481907,0.260704775794076
2008.0,0.3258318840061794,0.15071791883906707
2012.0,0.2539837378203046,0.2406652260050198
