sub,rPPC_spaceloc,rPPC_toolloc,rPPC_distloc,rAPC_spaceloc,rAPC_toolloc,rAPC_distloc
2001.0,0.392785684145753,0.4978853195228405,0.508695318213932,0.4691879460982386,0.4908085938641654,0.4805947200557653
2003.0,0.4401857863301688,0.3369286878763521,0.4615931207782909,0.4587892578650836,0.4273834678294312,0.4437233331184635
2004.0,0.4948905692478642,0.3794609545730099,0.5134933975717867,0.4788263970203174,0.40080191826461664,0.4889021531299692
2005.0,0.3503141654705412,0.15206627538211903,0.3083962545798412,0.3425655639895447,0.33149729482496026,
2008.0,0.38910676110794606,,0.1682470666334629,0.3783757299567331,,0.2182414144024388
2012.0,0.4586963453276186,,0.48355556812082,0.4979448891156591,,0.4646348509241929
