sub,lAPC_spaceloc,lAPC_distloc,lAPC_toolloc,rAPC_spaceloc,rAPC_distloc,rAPC_toolloc
1001.0,-0.00018420916213615182,0.003119005088086365,0.0029743232920129417,0.0049630774573843255,0.009621284743157316,0.007749005884590978
1002.0,0.0005233857880622685,0.0017744947524849074,-0.003096935752925377,-0.00280712553769214,-0.001303853435057526,-0.0015229529581413505
1003.0,-0.004789974450039233,-0.002400182933396676,8.177791387571833e-05,0.0035446674902581713,-0.0005469145010052982,0.012316413314150551
1004.0,0.007413823134231789,-0.0021450172310167855,-0.0017655266049207586,-0.0036303574558826128,-0.0018675439083559763,-0.003378096016862937
1005.0,0.004661093930577768,0.009211175219944733,-0.0015838435509170235,-0.006381147296926104,-0.00039896302579056116,-0.0016713988590038773
1006.0,0.013497122461636405,0.007883491092406207,0.014217378181108065,0.024527588965404676,0.024486718463277553,0.005867816881774361
1007.0,-0.00028384959317705486,-0.006407136995337294,-0.004585641101335806,-0.0027661663398413955,-0.009310657660445651,0.009259923651040499
1008.0,0.010543766084402321,0.00820468957783001,0.0047166206654021,0.013818141422869573,0.005324462701410592,0.02007596272138537
1009.0,-0.00489574644538694,-0.009723734397226126,0.012731915754932547,0.007565863801522953,0.0006257260103370027,0.011581397165456647
1010.0,0.009427406194198651,-0.00014845098833703632,-0.01788852003161802,0.0007344576092759846,0.00017501763778388023,0.005884013399838296
1011.0,-0.010003342241410642,-0.012009196837312509,0.0027042515148537794,-0.0039929008624933785,-0.004020304152451144,0.013885378821610032
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
1012.0,0.0019096056455264986,0.007049178048230553,0.014744189161613548,0.014814602279018181,0.02070925689638773,0.017058219804901093
