sub,spaceloc_lPPC_lLO,spaceloc_lPPC_rLO,spaceloc_rPPC_lLO,spaceloc_rPPC_rLO,spaceloc_lAPC_lLO,spaceloc_lAPC_rLO,spaceloc_rAPC_lLO,spaceloc_rAPC_rLO,distloc_lPPC_lLO,distloc_lPPC_rLO,distloc_rPPC_lLO,distloc_rPPC_rLO,distloc_lAPC_lLO,distloc_lAPC_rLO,distloc_rAPC_lLO,distloc_rAPC_rLO
1001.0,-0.0712722830208174,0.810249330560652,-5.213041712315347,-11.526483260440482,-2.4342683606259357,-2.388856748180348,-3.585282118729242,-6.989532023253145,-0.42317697787004155,-7.154138889989361,-3.1221143255544583,-9.455616687653025,0.497475011423772,0.5824635596924873,0.21087934890437426,-0.9056384751641122
1002.0,-0.7461994324422089,2.0562798212434115,-1.6974017991427823,2.1409057227778305,3.273088394480766,3.727165783262294,3.753590570520178,5.054299672469799,0.384420617319674,-1.3046071560053165,2.3441452085348815,-1.9780167059143587,-0.2819136166685176,3.6407534905666306,-0.9276104664990878,2.215429678656077
1003.0,-6.624590603989471,4.364273287893548,2.1757212633292253,13.650167426691619,-12.235472707689578,-3.4767665549635476,6.9067110912158105,19.801272198028947,3.2538733858077844,18.683508109416216,0.30376819517904724,-0.13672734166013842,-3.574851900051288,6.0975544289259975,15.72006512171389,36.64882644136061
1004.0,8.734887154908968,6.555064779599808,7.545294177857466,9.159943442728157,13.447014484576641,9.702063962499057,31.320085318445827,32.283410934597946,-1.1376169164291712,-7.4352633807057815,-0.626571604918109,-4.9179000746568216,9.838315342632045,5.337238148826874,25.961521726747694,29.028909565505042
1005.0,-0.8780989479757907,-1.0331632147788548,-3.6235209183193593,2.2743051987376877,6.070772392081129,9.704042755011772,23.025079681083543,40.193072694593816,16.427320752151882,20.130726343385724,0.22986873614402273,-0.788606401486245,-1.7772902213484933,-8.091423388068508,-0.4172548736452818,-1.3457147685470865
1006.0,-2.275728013403607,0.39501709939180574,-0.6396043670315404,1.1624186891739154,-1.75837536637357,0.38206712447527363,-3.399951454770443,1.3580536181155383,-1.9476432823129506,-0.0871371163910751,1.6042600056347271,1.4615318939385442,-1.3488444483506885,0.051303883579520565,-1.8011685957316632,1.482472113974887
1007.0,-1.4289729417656558,-1.5647793251333217,0.6380576903555392,1.434513245141054,-4.021704744806596,-1.0504819041536413,-5.978687597570556,-3.044457073282739,-0.41419246640321905,2.620901391123192,-1.046850038272027,1.2213799515915242,-1.9036387221774909,0.9489451818434184,0.6023208456247676,3.5937271584627966
1008.0,1.9419833599537866,0.3581731196493584,4.860393421632546,-0.3646398929022821,2.3708169474895553,-3.3103845612875045,1.6498473554968114,-7.281579280612324,-0.5317274350217783,0.20703075503195353,1.6581262082010482,1.1044152062246517,0.3005991499030153,-8.846316083865329,2.8379349744387823,-7.9475342813278065
1009.0,-0.9814777068593049,-3.0717427317312027,-5.0404565894402715,-2.370198989939703,-0.00018180095004449726,-1.480933894428732,12.362479884845389,23.83411867608725,27.682805380570446,25.46638506617688,38.998602902657126,31.49451916799205,17.058475028628642,7.129457756901778,-5.920661720455433,0.5176970149894334
1010.0,4.744898760111578,6.536434502133545,6.113783397549914,8.308652482794042,-5.12427351410518,-7.711597711136966,0.7022751521368552,-0.17505550025321298,9.527530235785248,9.002265703416153,15.999813081895077,19.243913398299963,12.390469273068266,14.17876925799039,16.076904182249887,12.298919796429875
1011.0,-1.5702519839671187,5.6395898506545405,-3.4640455990758783,2.8242417467629206,0.9324872396792262,-0.10288875673274568,1.8392823541961991,-0.2817192347524407,-1.4655632210177956,2.1174218511469163,14.173708010354186,16.61125588690556,5.334602490811361,1.9435036516251474,3.777813222036983,0.15851558789877127
1012.0,3.6746450020330728,12.510571000687346,-1.6658629943425607,1.704636635464819,-0.5521761044360498,6.337948697120698,-3.4940729698530175,2.0006629496706414,10.393305795157156,26.575368023080447,26.86063700148013,52.092401621821196,0.3922269398157622,7.496500985315156,1.1734919025807207,11.188167261387411
