PPC_spaceloc,APC_spaceloc,LO_toolloc,PFS_toolloc,2D,3D,distance,feature,luminance,non_tool,space,tool
,,,,0.7449591042666,0.6979293134041,1.0092481082008002,4.126338431253999,-0.5096510997458998,-1.7400682363438003,3.3014244665979997,-0.22144206085163012
,,,,1.5927706961158306,6.301026592492199,0.7900243903559797,1.3817980256094002,1.12221672726756,1.8974799858843991,3.315742231602999,4.863688093491702
,,,,-2.817396091489799,-1.6473248928140007,-0.4618689479308001,0.6985244982617098,-0.8026974598176001,-0.4775961494336002,2.891937881545299,0.783836099759
,,,,-2.3909990866854107,-3.321071435537499,-1.12379190268286,-0.20755400513112005,-1.405656126134209,-0.7977517771664001,1.4010308676377001,0.58426785482193
,,,,2.2328687267989005,0.6105550027708999,2.29998566051446,1.1796649974802003,1.7563180406154006,0.7522666112163199,1.9667421476650997,1.0545939464940997
,,,,7.594209621041002,7.772258146351003,4.2550027268470005,9.146061599240005,3.255217691661,9.358358204199996,9.904904128480004,11.45254311202
,,,,6.660475053026994,7.6114320566739995,4.245766625429999,2.67587920524,3.2175553585866,2.0059731682371003,7.745929525543001,4.692961488121002
,,,,3.486563191198401,2.2606092554943,2.2842850059452005,1.7966731039824229,2.1055135093295494,1.31260665058,3.9834832542049012,1.4049704967146
,,,,-0.9690753485874005,0.9018826215445993,3.68467734379293,2.2815118404667984,2.6326420091408993,-0.08211740420518002,6.393745675771089,1.8132684880986003
,,,,0.7449591042666,0.6979293134041,1.0092481082008002,4.126338431253999,-0.5096510997458998,-1.7400682363438003,3.3014244665979997,-0.22144206085163012
,,,,2.2405913304654015,5.399743291812999,1.1641225008487706,2.649526962987471,2.3829062139784987,1.0514014589206007,4.6997859287065,4.083470521200962
,,,,-0.2938265064279001,1.5595739593248308,-0.9066910999186004,6.1811482901476,-2.1677072519837406,0.46484783308306,9.067666550038998,3.6521560884483026
,,,,0.9526823747149001,1.6914961310657,1.3927457139200998,3.623090385926301,1.0345972856037995,3.0349215055986987,5.188111365886401,5.4138867186436
,,,,2.2328687267989005,0.6105550027708999,2.29998566051446,1.1796649974802003,1.7563180406154006,0.7522666112163199,1.9667421476650997,1.0545939464940997
,,,,1.7137128304384996,3.7153634859254008,1.7114620488779995,4.16539770304,1.08961839174692,3.5349809249410002,5.468012263158999,5.784236475231999
,,,,-1.4541710967652,-2.3499788334349994,0.5098238575305996,-1.035938955327821,-0.045336964838999974,0.4402421568309,-2.021390090229101,-0.6693699051455
,,,,6.8384997387139945,7.700606777590001,4.015940628977002,2.635185330252799,3.016284641587599,1.9749013631041998,7.815309754103001,4.760786685368002
,,,,5.002499290426999,3.239468841484702,3.1308682317135004,1.3164353493048,2.6172115053260008,1.3283951851656997,4.779940743582361,1.4501204773277998
,,,,-0.9766654195414004,0.8779019525415995,3.6148914819740003,2.3211474579107985,2.6203893016358997,-0.03392443360518003,6.423606694431087,1.8209173182196
,,,,6.935660037724401,10.427888011002997,5.380746085259999,10.770806238462997,3.855865240998001,9.749483136698004,10.357702918194,12.53742897762
,,,,6.852703309164998,7.27174141535,1.0431963776894295,8.90189977651,0.15133998308238997,8.610034538799,8.633232737610003,9.691801736964997
,,,,4.5395893107086,8.148826306537003,3.8023909065601096,7.297738211469001,3.2345134550204993,3.4561519069822992,9.366444238919303,6.835867379386002
,,,,15.255462297659994,14.476312999909995,2.76415516271,14.017557535420005,2.5180592898193006,15.285885141133893,14.064582281269999,13.488241491860999
,,,,8.5478036654755,8.161050712533202,-0.40684045499403004,9.494097502496997,0.7070480342326299,11.52085788832,8.655387969953999,11.775007208896
,,,,5.591654930423801,5.722616566434999,2.2999621181061993,3.9118658370130004,1.8351354780129991,4.211754482863101,4.310773886166728,4.642992380559999
,,,,8.021895723329996,8.206719968519998,2.9116878047539996,8.09021708029,2.299544894457,10.062206063608201,6.534236766154994,9.931206850540999
,,,,13.907959550242003,13.155064308552005,4.8920434622494025,11.931987007629994,4.7179921949449986,13.767413145329002,11.865439903330003,13.194802919842
,,,,7.530106775260999,9.715761063411998,1.5504349172155,8.211124539419002,1.1069010708802,9.952979242949997,8.571730550775001,10.560391030309997
,,,,8.577219611251998,9.905069097657002,3.180205984624,13.312090663790002,1.8006706483681796,11.212462380409997,13.8551811216,13.25061184395
,,,,5.167005889608399,8.671480608754,2.5135243929296314,9.034906450183,0.9139766706908,9.85543074619,10.74313000949,10.928352055899998
,,,,8.174843544,7.115380705042002,2.2840320437486,11.192110660170005,0.48533745982897997,9.540615395940002,9.584146933589997,10.003769905560002
,,,,8.552024019656596,8.551170636937995,1.4129011157994007,7.696374230984997,2.2410223522259987,10.701802652086796,5.625818193201599,9.985544544930999
,,,,3.1229356945915994,2.356879735603801,-0.34875567434879196,2.5793468169780995,0.43531135974674995,4.8796871535476996,1.866461156011701,4.5070671555518995
,,,,6.6179058609889,5.366914045343297,-0.28140272564141,5.386994690217,0.4560082737275,7.460195248764602,5.094565548491999,6.559452367908002
,,,,10.33812248957,8.957079117469998,1.0565919987412098,10.010086634241993,1.45611770765735,13.80224965855,10.127178975994998,12.424768189860002
,,,,3.8417006363229986,1.9434449569536307,-0.11065579376962993,4.434457609857002,0.6960083907018998,5.9586410200548,3.8175697061924,6.073616831367499
,,,,3.1050557101684,2.3824727207087917,1.1669699057822995,1.8762446831405994,1.4175792596186998,3.116518160989,1.3138250103956,2.7199122786209995
