sub,lLOC,lPPC_spaceloc,lAPC_spaceloc,lPPC_depthloc,lAPC_depthloc,lPPC_distloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLOC,rPPC_spaceloc,rAPC_spaceloc,rPPC_depthloc,rAPC_depthloc,rPPC_distloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc
docnet2001,0.13000000000000003,0.2900000000000001,0.35000000000000003,0.12000000000000002,0.13000000000000003,0.19,0.08,0.2900000000000001,0.25,0.32000000000000006,0.31000000000000005,0.35,0.31999999999999995,0.18,0.23000000000000004,0.33000000000000007,0.22000000000000006,0.23000000000000004
docnet2002,0.2,0.17,0.18000000000000002,0.16999999999999998,0.21000000000000005,0.35,0.18000000000000005,0.25000000000000006,0.22000000000000006,0.17,0.24000000000000007,0.20000000000000004,0.20000000000000004,,0.36000000000000004,0.22000000000000006,0.24000000000000005,0.2700000000000001
docnet2003,0.37,,,,0.32000000000000006,0.45,0.36000000000000004,0.41,0.35000000000000003,0.31,0.5,0.36,0.43999999999999995,0.39000000000000007,0.5200000000000001,0.3700000000000001,0.5000000000000001,0.45000000000000007
docnet2005,0.23000000000000004,0.12000000000000002,0.22000000000000003,,,0.1,0.18000000000000002,0.15000000000000002,0.16000000000000003,0.28,0.21000000000000002,0.21000000000000002,0.2700000000000001,,0.2,,0.15000000000000002,0.14000000000000004
docnet2007,0.48,0.42000000000000004,0.35000000000000003,,0.42000000000000004,0.38,0.43000000000000005,0.4200000000000001,0.4,0.35000000000000003,0.37000000000000005,0.34,,0.39,0.47000000000000003,0.22000000000000006,,0.29000000000000004
docnet2008,0.01,,0.030000000000000006,,,,,,,0.23000000000000007,0.20000000000000004,0.35000000000000003,,,,0.21000000000000005,,
docnet2012,0.3600000000000001,,,,,0.3100000000000001,0.20000000000000004,,0.22000000000000003,0.17,0.13,0.16000000000000003,,,0.08,0.07,,
