stim1,stim2,lLO_toolloc,lPFS_toolloc,lPPC_spaceloc,lAPC_spaceloc,lPPC_depthloc,lPPC_distloc,lAPC_depthloc,lAPC_distloc,lPPC_toolloc,lAPC_toolloc,rLO_toolloc,rPFS_toolloc,rPPC_spaceloc,rAPC_spaceloc,rPPC_depthloc,rPPC_distloc,rAPC_depthloc,rAPC_distloc,rPPC_toolloc,rAPC_toolloc,cornet_s,skel,gbj
boat_5,camera_3,1.039176903,0.83389195,0.725528998,0.661235173,1.690860576,1.461585252,1.225054913,1.093899402,1.04261199,0.864266965,1.051260781,0.895053523,1.095009448,0.994175672,1.129363033,1.001392421,1.444534126,0.894478922,0.940061282,1.366401527,0.21108335,22.57199947,106.32
boat_5,camera_4,0.832063931,1.112820887,0.664221136,0.580515222,1.150885843,0.539195223,0.840972278,0.591325762,0.788859892,0.758983683,1.029451939,1.152718028,1.21014226,0.945474731,1.153372847,0.820341985,1.035159418,0.746761215,0.420157283,0.702690387,0.25631267,24.3893671,122.25
boat_5,camera_5,0.886574595,1.089735434,1.016890881,0.941017548,0.479040678,1.137601576,0.997506794,0.881149236,1.070035395,1.051372283,1.064775062,1.124316713,0.849851789,1.016674639,1.235140797,0.887622358,0.800776179,0.956727166,0.595922923,0.852184326,0.2142681,16.05136578,119.45
boat_5,car_1,1.386913897,1.243859835,1.328196752,1.279912974,0.595166911,1.316689641,1.14685135,1.391087544,1.175323862,1.274061377,1.254410109,1.272012825,1.073790445,1.201294999,1.052415442,1.211357581,1.300147994,1.439260349,1.06164606,1.079060782,0.2430803,17.85901163,119.06
boat_5,car_2,1.352276957,1.011317561,1.352729448,1.111496698,0.650096028,0.980160775,1.269678069,0.818553832,0.734456425,1.069519474,0.891405381,0.938647904,0.734998171,0.894647453,1.225414919,0.861350425,0.869125873,0.723007309,1.204284941,1.163823974,0.2468061,19.06517286,112.76
boat_5,car_3,0.904849996,1.043131765,1.34582395,1.065311515,1.649186716,0.984712061,0.956334853,1.128008002,1.18889437,0.915177816,1.108415905,1.023826241,1.186483067,1.108760537,0.928204207,1.245547915,0.854552005,1.126699965,1.109656745,1.105965076,0.22995496,18.22086052,134.6
boat_5,car_4,1.121316479,1.000783564,0.922273021,0.937992844,1.020436235,1.1413164,1.258307446,1.081146112,0.880966703,0.764352964,1.229016813,1.163965215,0.888020874,1.035239787,1.050333657,0.74177225,0.994083666,0.965156596,1.018382038,0.83311113,0.2027517,17.50284509,107.89
boat_5,car_5,0.744428572,0.971874893,1.060181752,1.046770098,1.795334319,0.76081214,0.775030485,0.750980358,0.90236229,0.979059047,0.802164348,1.220495958,0.841966216,0.869006685,0.474109319,1.048477631,0.642910816,0.955098127,0.82900192,0.819143504,0.2386783,15.87840958,134.03
boat_5,guitar_1,1.217598043,0.88955799,0.840333201,0.72264809,0.895688289,1.009958232,0.611549313,0.84517102,0.758007468,0.838643177,1.246737082,0.897242161,1.264237462,1.037223594,0.698945773,1.378927086,0.988075784,1.077695188,0.938571158,0.650174387,0.24165356,28.32084457,112.82
boat_5,guitar_2,1.170215814,0.933940303,1.005822354,0.791957466,1.271890322,1.077720885,1.087601078,0.943195552,0.887991962,0.724845756,0.972302804,0.95004109,1.155563726,1.294647517,1.24229455,1.240802592,1.316355024,0.754320853,1.069197436,1.316111602,0.22527397,31.31715535,113.48
boat_5,guitar_3,0.81959289,0.888858386,1.08243358,1.143342937,0.700345338,1.188739168,1.15465537,1.348507613,0.994243878,0.911388699,0.861124555,0.851091405,0.780612299,0.933487864,1.033544392,0.89225888,0.758923031,0.914769674,0.744657409,1.280864546,0.22304624,30.18665658,109.11
boat_5,guitar_4,1.098329824,1.024493492,0.833737185,0.707400006,0.892439798,0.892743518,0.812382598,0.894971524,0.952678891,0.790814025,0.935195012,0.727149892,1.051246665,0.936593401,1.064349174,1.277393095,1.465813408,0.929746044,1.070819635,1.068063358,0.21457326,32.53021427,118.88
boat_5,guitar_5,1.322381402,1.200528938,1.522850596,1.630880398,1.71203789,1.366245087,1.226678534,1.412723652,1.108334425,1.298981078,1.197316908,1.189104691,1.409877462,1.419107914,1.115035449,1.150760801,0.920621266,1.283724244,1.741148217,1.5444798,0.2451397,32.57504964,117.22
boat_5,lamp_1,1.199971851,1.365401532,1.222682026,0.886431159,0.137083568,1.10297755,0.985573808,1.202628486,0.892489439,0.887599876,1.574371028,1.393959986,1.170578236,1.334119442,1.437381677,1.278408669,1.350234833,1.122014393,0.946939903,0.852975968,0.1892849,24.80248912,122.11
boat_5,lamp_2,0.768820174,0.920701458,0.860311531,1.295910074,0.276925455,1.139681312,1.383261272,1.161363548,1.206551047,0.957033822,0.95137657,0.611302883,1.0715845,1.285071637,0.774590537,0.997219732,1.16439002,0.980126015,1.098315711,1.042867383,0.1650413,32.63523644,136.29
boat_5,lamp_3,0.940589014,1.096845571,0.959622799,1.040526552,1.755524221,1.150063119,1.114050413,1.355211069,0.96066949,1.306859085,1.070005958,1.138872791,1.097993676,1.048157836,0.633902322,0.984155749,0.756826322,1.222916152,1.095793364,1.102615934,0.21613437,29.4321079,123.28
boat_5,lamp_4,0.966678748,0.98072197,1.385859901,1.31722847,0.826966137,0.837685627,0.894250702,0.763327699,1.255872041,1.195730024,1.063307042,1.080667717,1.058925732,1.215911858,1.253207125,1.242745171,1.011801185,1.222713181,1.465341816,1.153768385,0.25414544,38.16109645,142.66
boat_5,lamp_5,1.039926825,1.069525054,0.969752462,1.277859964,1.502943507,0.697404426,0.941197927,0.908250881,1.263360042,1.174665193,0.91164723,0.981601555,1.078291287,1.087417605,1.045227921,1.351722961,0.983446543,1.048825511,1.12835573,1.071704779,0.14984363,30.59499026,123.27
camera_1,camera_2,1.011754813,1.009632751,0.836960699,1.11018716,1.580687003,1.255020375,1.321727798,1.279781893,1.241924918,1.081070143,1.387012597,1.286678578,1.326228395,1.466373767,1.650847387,1.315416145,1.334986852,1.38950795,1.111126767,1.247383504,0.11409444,18.04794025,112.82
camera_1,camera_3,1.293089278,1.288649838,1.517792027,1.365559176,1.415253277,1.194349392,1.189147413,1.03465381,1.05278797,1.12738176,1.40572971,1.085843623,1.207529367,1.155650923,1.006455947,1.316309148,1.035504165,1.381874749,1.160968884,1.021605432,0.1212126,19.51197214,143.59
camera_1,camera_4,1.01323933,0.921751814,1.221250182,1.118604768,1.054828162,1.140373867,1.279284558,1.101761348,1.190835883,1.269819327,0.968757798,1.082047534,0.998059087,1.019192226,0.963201977,1.35277434,0.942014052,1.388169641,1.345506444,1.396219111,0.16102296,15.04516555,126.62
camera_1,camera_5,1.207946684,1.258133822,0.645185851,0.87825585,0.306694442,1.238230303,0.925140722,1.208521092,1.040162583,1.181790237,1.126027392,0.808953574,1.023128609,1.090483091,0.70076941,1.055410727,0.699076958,1.351392429,1.36911515,1.375836497,0.217279,22.90458305,139.61
camera_1,car_1,1.001681196,0.871820213,0.959591667,1.012956603,0.929770144,0.844044446,0.747175187,1.107650066,0.863130501,0.6494174,0.941437878,0.876491304,1.143380781,0.917891484,0.497951885,0.662802836,0.84964416,0.59462542,0.948106785,1.170009155,0.2601,27.15375571,127.89
camera_1,car_2,0.89391485,1.083885188,1.091081852,0.677777493,0.357647095,1.025257528,1.182216921,1.056879602,1.119518804,1.010456366,0.818325393,1.239012149,1.079850167,1.221685965,0.936511301,0.96168136,1.156537187,1.253070976,0.802746522,0.813584168,0.2078391,24.84286208,126.09
camera_1,car_3,1.150420287,1.245364578,1.150394725,1.144996465,1.505801035,1.356909885,1.101332877,1.31234844,0.803863438,1.116697344,1.199223491,1.072452258,0.902023135,1.009940988,1.392304585,0.910437652,0.637151407,0.702829298,1.123552952,1.208770182,0.2133758,23.90411688,143.14
camera_1,car_4,0.999501374,0.930106669,1.250174602,0.901487294,0.957323113,1.120314358,0.798782464,0.999069858,1.157428229,1.104892565,0.970745359,1.048710997,1.079774921,0.757424997,0.762153177,0.972044762,1.402208831,0.959951823,0.994027713,1.194470879,0.18864536,33.09140968,135.55
camera_1,car_5,1.311309427,1.02603478,0.904329199,1.25163366,1.573032683,0.847839937,1.273627853,0.91476391,1.244589837,1.185636182,1.324575269,1.156689328,1.312393657,1.038352892,1.66249973,1.150976277,1.746402435,0.989799063,0.978489141,0.864192023,0.2030788,23.77126253,161.71
camera_1,guitar_1,0.70624998,1.010631588,0.830743286,0.955752026,0.85639916,0.984901341,1.184650117,0.847953597,0.952147869,0.987675099,0.956220071,1.187139271,0.966437391,0.671151422,1.451561208,0.917176178,0.986500505,1.070691224,1.011122291,1.028277309,0.2874703,35.95001739,144.85
camera_1,guitar_2,0.709886159,0.940609571,0.98819153,1.073848082,0.777746847,0.746163386,0.749096199,0.907344029,1.139180186,1.230824048,0.908354394,1.00512046,0.948666258,0.87624246,0.656491723,0.998127423,0.87653801,1.054771952,0.943670658,0.822284113,0.2808041,34.38529075,146.97
camera_1,guitar_3,1.426805905,1.205416402,1.277249828,1.16274969,1.081302704,1.059748919,1.376678619,0.788024274,1.309790958,1.309928406,1.425746557,1.302970783,1.346720294,1.492991033,1.316771353,1.353840551,1.743366864,0.934789148,1.293875674,0.97760279,0.2658454,38.3083591,144.55
camera_1,guitar_4,0.856250532,0.74785357,1.142008481,0.921572064,0.679826712,1.39145219,1.063925072,1.275371722,1.063348214,1.302500011,1.071027003,1.009276152,1.049398614,1.29590386,0.850095046,1.1538455,0.865340322,1.181761814,0.819034061,1.19200241,0.26301336,35.89382361,145.89
camera_1,guitar_5,0.813643363,1.020158239,0.454237758,0.686947843,1.486810729,1.254009119,0.771862192,1.242172964,0.910264009,0.849203276,1.045412891,1.084738258,0.862629682,0.725483073,0.524177188,1.193200313,0.935448769,0.903431939,0.65091423,0.646053334,0.2903608,37.6135222,142.86
camera_1,lamp_1,1.071937634,0.921582187,1.003012049,0.933058366,0.376083935,0.705077636,0.43315034,0.887092048,0.943139211,0.951484819,0.744210889,0.755851827,0.815070942,0.880883491,0.542170844,0.647556535,0.758367629,0.74106026,1.122537446,1.26922228,0.24378705,27.02111852,133.09
camera_1,lamp_2,0.942477199,1.095364435,0.809504501,0.745405301,0.47971612,0.86929349,1.201889112,0.934036984,0.948251593,1.129639433,1.292772549,1.229775552,0.800650556,0.846259727,0.908836251,1.031707065,0.748196434,0.827136771,1.120138673,1.011935111,0.2126291,25.04485292,129.59
camera_1,lamp_3,0.897313611,0.80410464,0.930363363,0.79190974,1.534146808,0.878588618,1.056479701,0.90444125,0.862339846,0.68588307,0.756581224,0.832506781,0.609655174,0.64144603,1.106527049,0.674634159,0.756960586,0.747157221,0.994489098,0.895647684,0.1564957,29.59541814,140.07
camera_1,lamp_4,1.026356676,1.251882681,1.36058595,0.963565181,1.084869915,0.821378813,0.80103158,0.914281306,1.096297927,0.924125941,1.136211571,0.963623905,1.070659488,0.999608814,0.827652429,1.084614689,1.287087458,0.889712269,0.509024424,1.020686369,0.21968144,34.28220739,137.75
camera_1,lamp_5,0.837626309,0.844584032,1.078123878,1.187934517,1.767436116,1.047707836,1.130927986,1.146505612,0.749979608,1.002598907,0.859819479,1.122752391,0.883200788,0.929700827,1.268302407,0.95217017,1.383719327,0.871656492,0.824912441,0.61840014,0.22063833,25.39148991,138.73
camera_2,camera_3,0.852783624,1.020147562,1.424500213,1.184827911,0.784003961,1.110549562,1.033880254,1.233349263,0.970092109,0.825607961,0.908236438,0.95981796,1.182568995,1.032935556,0.816343006,1.038718437,0.976675079,0.780550116,0.752965216,1.034534286,0.0860189,8.00362018,88.683
camera_2,camera_4,0.70249032,1.135488991,0.991591436,0.875494709,1.129380859,0.690443324,0.754968408,0.98899588,0.811490425,0.611759193,0.844438742,0.90574757,1.005607487,0.932067571,1.000058731,0.676840598,1.229504541,0.588334565,1.068529869,0.712730369,0.0759827,12.83606131,81.986
camera_2,camera_5,0.841842486,0.934653267,0.984752079,1.032607727,1.682291173,1.079459019,1.229263185,0.996928489,0.731485223,0.899103798,0.830973306,1.076363248,0.960879229,1.169926849,1.293813691,0.760145421,1.247155645,0.904932166,0.907735022,1.049456423,0.12867427,14.46012897,125.49
camera_2,car_1,0.979941242,1.222505719,1.075338945,1.168805191,1.217244381,1.190047782,1.288660059,1.00095303,1.151996957,1.210523519,0.880763268,1.232204685,0.97388726,1.391716611,1.539265778,0.936434581,0.983965812,1.169644686,0.925994535,1.276243444,0.1747673,18.13804891,107.55
camera_2,car_2,1.245839248,0.858250385,1.204878068,1.242285645,1.489295741,0.965994516,1.14403897,1.228263379,1.115471467,1.353933683,1.044413432,1.04397881,0.752836951,1.126100506,0.9049664,0.975660803,1.112897149,0.982726189,1.169399169,1.360025817,0.16569096,20.77378589,73.718
camera_2,car_3,0.800396361,0.982612827,1.048653559,1.379009713,0.502973194,0.873698763,0.742371137,0.847005927,1.096696689,1.09842237,0.792683846,0.952799687,1.292405541,1.040382521,0.835432588,1.142323847,1.188195241,0.958746108,0.510947208,0.926562362,0.1374586,20.51461528,118.5
camera_2,car_4,0.857947889,1.250485344,1.058844792,0.727307051,1.445518148,1.231987544,1.256747291,1.093807941,0.968484424,0.846932407,0.990969203,0.976140635,0.995611787,1.091111663,1.035932889,0.839085007,0.969284954,0.930332486,1.029188147,1.058483391,0.1398401,21.89628472,79.185
camera_2,car_5,1.052162465,1.049606072,0.912892831,0.883067678,0.314014419,0.957634839,0.88657567,1.229376014,0.633605226,0.74047981,0.764371752,0.843645731,0.750834077,0.912257898,0.561983636,1.001998198,0.694034058,1.270888631,0.692400356,0.699464896,0.13677216,20.32582655,120.79
camera_2,guitar_1,1.267825096,0.888677982,1.024341996,1.044624841,0.667958604,0.866673806,0.708722641,1.103583148,1.308619463,0.936182463,1.275442536,0.991264893,1.200940997,1.04442093,0.676156781,1.206265573,1.100553736,0.947467221,1.032672328,0.840906454,0.2600126,33.58575498,85.636
camera_2,guitar_2,0.922178094,0.92446396,1.318321802,1.100784648,1.038369817,1.172645776,1.273340656,1.06499665,1.206936781,1.298679153,0.838760148,0.973318853,1.132120312,1.125644729,0.91943881,1.284104431,1.095337576,1.115039692,1.514210368,1.065454705,0.22917235,36.54444659,90.601
camera_2,guitar_3,0.893151355,1.107650527,0.834886305,0.948843859,1.19345582,1.018496065,0.953357814,0.915777692,0.874129229,1.10593382,0.743200031,0.817937647,1.015149419,0.882780099,0.928728508,1.034716655,0.696597668,1.16103359,0.803841259,0.827269288,0.2176085,38.37503102,86.878
camera_2,guitar_4,1.073769404,0.98421259,1.433120108,1.120593935,1.188514908,1.068510451,1.118388913,1.127680932,1.437778972,1.351977769,1.071279242,1.144549181,1.131232566,1.101247366,0.966775864,1.315954383,1.123628568,1.223524309,1.627136552,1.391627467,0.2377256,38.60689214,87.771
camera_2,guitar_5,1.329744839,0.932057033,0.746138728,0.993834653,0.564689717,1.272004998,1.080182738,0.872845308,1.101225275,1.443929998,1.206754776,1.089554269,1.092300733,1.164019594,1.60981351,1.124532241,1.063603665,1.258474684,1.170029902,1.395832005,0.2652426,38.89114472,88.515
camera_2,lamp_1,1.296857152,1.16691802,1.047370313,1.079182659,1.631247645,1.389555556,1.18414808,1.140302084,1.367627691,1.125642428,1.341911729,1.323998028,1.255447831,1.113297598,1.473815853,1.401186057,1.054303539,1.093524096,1.062262747,1.133515295,0.1710976,24.48676455,90.047
camera_2,lamp_2,1.12990542,1.081980734,1.024840079,0.890181299,1.631951357,1.230757021,0.978198654,0.943893113,1.031018597,1.279172369,1.09541713,0.791939635,1.360584736,1.13612333,1.23260872,1.303029717,1.291293065,1.351568717,1.19419907,1.017849481,0.20806986,30.242962,100.1
camera_2,lamp_3,0.930243731,1.107083652,1.124011795,0.874782742,0.414760329,1.386838227,1.060626532,1.150050073,1.203157889,1.007413514,1.203361863,1.252558516,1.04751069,1.322846368,0.762546558,1.073104384,1.19508914,1.098701468,0.911048107,0.9551131,0.18040514,32.32809329,105.38
camera_2,lamp_4,1.472192808,1.039482068,1.431170513,1.0740057,1.445155243,0.870377008,1.189265523,1.005399618,0.9215624,1.285376626,1.30824972,0.968483512,1.113032111,1.171654238,1.466904792,1.287262221,1.086020327,1.301442101,1.206410932,1.505657619,0.1885695,34.46771845,105.04
camera_2,lamp_5,1.414737022,0.705019155,0.770908372,1.39127522,0.324628879,0.749329094,0.872806512,1.093578233,0.998563104,1.287460325,1.257017526,0.884793478,1.033270407,1.066863962,0.954457004,1.209737977,1.072900667,1.241095939,1.27867465,1.189553656,0.2312501,28.60423894,78.734
camera_3,camera_4,0.824375654,1.076487657,0.658056425,0.628488542,0.874706788,1.34263929,0.903103851,0.909267145,0.775264371,0.820564801,1.167695647,1.161117305,0.936198361,0.845103232,0.770960839,1.089980362,0.980942966,0.757608822,0.972602006,0.94044711,0.1402698,8.966816745,94.264
camera_3,camera_5,0.729176136,0.842999154,1.192815768,0.773200058,1.212529089,0.962724707,0.852214426,0.797380482,0.785655321,0.98463355,0.984788857,0.966616973,1.030235534,0.807686008,1.333441705,0.92547411,1.339648223,0.670031792,0.908184128,0.972979497,0.1551144,11.31335888,128.43
camera_3,car_1,1.073938812,1.121198887,1.156745825,1.162861494,1.516316853,1.048725727,1.17635026,1.065175997,1.232996849,1.169811,1.207491302,1.397455761,0.897167563,1.01367656,1.339478124,1.115559995,0.838654024,1.331099231,0.987503713,1.233815747,0.22222286,19.86922653,131.55
camera_3,car_2,1.159849317,1.009913184,1.022625732,1.246599577,1.194410346,1.267582946,0.912285201,1.156010918,1.309835914,1.272916199,1.164326076,1.173520924,1.299324237,1.154493795,1.269379219,1.516273415,1.038855422,1.113359186,1.104401176,1.096433958,0.2245828,18.68206985,79.351
camera_3,car_3,0.648390094,0.897979489,0.877977577,0.727876494,0.445616023,1.049373686,1.100667499,0.98793715,0.832559726,0.821829461,0.880078426,0.664016227,0.869679926,1.118237481,0.963017621,0.816637805,1.428886172,0.99651001,0.69456181,0.902238423,0.1857844,17.87485891,126.05
camera_3,car_4,0.747206897,1.174587852,0.934413921,0.953006968,0.931088194,0.808903632,0.933854133,0.991466462,0.962938875,1.059961207,1.160495513,1.213930267,0.976523276,1.0271301,1.048232179,0.898034314,0.718883929,1.154179566,1.057015021,1.053133691,0.1825026,18.78596268,79.318
camera_3,car_5,0.879616945,0.912992807,1.24672614,0.994812035,0.433366099,1.461104844,0.865820784,0.947920231,0.94597554,0.963395432,0.707572407,0.816855791,1.068909072,1.119942474,0.987350543,1.190995528,0.887153879,1.080654416,0.828774081,1.440710286,0.19848377,20.11266096,117.74
camera_3,guitar_1,1.294287784,0.969516319,1.06333654,0.747280162,1.296626514,0.81340015,1.118411302,0.729505946,0.995238918,0.858105618,1.118729676,1.266035875,1.003251183,1.111483269,0.757518893,0.956615646,1.256791228,1.199893766,0.961134191,1.306786251,0.2875656,41.37080259,104.32
camera_3,guitar_2,1.302574304,1.025837111,0.956694514,1.135468781,0.723223745,1.109844787,0.877880648,1.110016733,1.218737894,1.253829568,1.139261613,1.102541451,0.891909595,1.142497876,0.843254993,0.956890228,0.566822312,1.144919908,1.155446977,1.014013329,0.26540244,43.82560292,103.13
camera_3,guitar_3,0.920935755,1.005000549,0.771266203,1.03434037,1.238965142,0.534791057,0.902551915,0.905867614,0.988193022,0.900329753,0.908636974,0.855688138,0.822311716,0.685113971,1.174941843,0.739147524,1.000711006,0.919577763,1.028588872,0.817333368,0.2567406,47.7467937,99.135
camera_3,guitar_4,1.13225348,1.02714308,0.733911896,1.087608695,1.384269063,1.154654742,1.080371935,1.125116125,1.200969663,1.251112235,1.067938966,0.829917901,0.914863895,1.068832332,0.799184958,1.108436471,0.435775298,1.194140698,1.377483578,1.049467787,0.2600662,45.38689392,105.84
camera_3,guitar_5,1.252617086,1.087026808,1.742620225,1.547461481,0.549776801,1.01831558,1.170439641,1.264637728,1.31364275,1.343387856,0.961385425,1.015803946,1.114521048,1.356337186,1.039265546,1.045754221,0.868664351,1.010596228,1.02831046,1.00346223,0.29043126,46.91469958,107.19
camera_3,lamp_1,1.013122738,1.243603941,0.812601992,0.957453942,1.616606467,0.819071954,1.212919234,1.022759008,1.038770668,0.89913894,1.026644007,1.099930668,0.915033474,1.073722355,1.170008117,0.941724721,1.069813746,1.169572121,1.082905045,0.994125914,0.206222,29.64597837,109.12
camera_3,lamp_2,1.373290642,1.044374338,1.284362419,1.425457189,1.543688272,0.948060158,0.704128788,1.119341918,1.29493523,1.350521053,0.691590071,0.799874657,1.119238581,1.283210506,1.288425303,1.096178223,1.151724167,0.991059516,1.479870592,1.063294941,0.20826954,33.69190038,114.72
camera_3,lamp_3,1.272153329,1.384135708,1.08650342,1.377295439,0.427601837,1.017477185,1.112913673,1.125970949,1.130006645,1.150640176,1.122846181,1.366424607,1.494831961,1.162433616,1.071566327,1.10858501,1.333764181,1.23191282,0.929540973,1.24480234,0.14966583,34.97323456,100.19
camera_3,lamp_4,1.10928642,0.773933827,0.919729326,1.244196282,0.913237231,1.193935847,1.364962115,1.159415135,0.956910089,1.037661317,0.513211958,0.622713054,0.805806295,0.973863013,1.165531111,1.088197481,0.802477073,1.149614153,0.995923775,0.846472359,0.19496894,40.26870818,117.53
camera_3,lamp_5,1.424645409,1.175991935,1.17223326,0.974730422,0.612235732,1.202211409,1.320280581,1.109160173,1.196238161,1.282835743,0.95423616,0.951779328,1.196379666,1.346973324,0.774355888,1.289999248,0.894566665,0.967465422,1.424227394,1.01823699,0.2451802,32.94954509,98.126
camera_4,camera_5,0.977624391,1.293758734,1.156009687,0.763193919,1.042151701,1.142791471,0.855425989,0.861236511,0.816119141,0.751508617,0.852326108,1.011367157,0.948041853,0.825646281,1.167991164,0.886633645,0.928742976,0.752765448,0.505768918,0.686148501,0.12360823,11.86735594,125.96
camera_4,car_1,0.97213703,0.966426584,1.063149588,1.356536934,1.069645288,1.292529059,1.184240631,1.480211269,1.207105348,1.231392326,0.901439787,0.967583867,0.916645574,1.198889648,1.048384285,1.351328663,1.139476158,1.234432768,1.26480105,1.264549238,0.21022403,20.65577526,127.63
camera_4,car_2,1.279569712,1.110603243,1.03267981,1.200432977,0.793467728,1.058014372,1.063870168,0.773807599,1.090961486,1.129411856,1.073201054,1.133660336,0.979284303,1.152848849,1.099436537,0.888051266,0.535203892,0.97379751,1.26710715,0.886484009,0.1822507,20.25473209,80.839
camera_4,car_3,0.609503319,0.963324208,0.632075612,0.966980764,0.828313288,0.86829237,1.218099483,1.017192043,1.023743797,1.031666981,0.753914655,1.15883545,0.970998633,1.073156752,0.644192581,1.129153642,0.860699436,1.017064899,1.241231967,1.242484892,0.15971315,19.56459152,119.5
camera_4,car_4,0.824049301,0.99782948,1.154011272,0.944612581,0.686339903,1.052966345,1.437234091,1.282011351,1.340410621,1.120345351,0.913825874,0.883214363,1.041890175,1.111127285,1.592779359,1.273383188,1.066465788,1.258934889,1.10559243,0.984715628,0.1457766,24.13580986,85.09
camera_4,car_5,0.756317809,0.799493594,1.376327572,0.717303877,1.035626937,0.69497418,0.571584321,0.660258864,0.636001826,0.388740699,1.224660191,0.887394951,1.036372135,1.010197515,0.969025726,0.779198293,1.104718814,1.10596757,0.871043335,0.908483657,0.17903763,19.85041964,118.19
camera_4,guitar_1,1.111535872,1.06429059,1.065603116,0.514633252,1.002599159,1.035002642,0.943579676,0.874090917,1.030955912,1.033473471,1.095428276,0.809623605,0.839103344,0.964058723,1.004184636,1.001319763,1.399516489,0.973497818,1.041600342,0.868134452,0.3068453,29.48802925,103.71
camera_4,guitar_2,1.159294584,0.872608263,0.966738278,1.090262901,1.076619474,1.028040945,0.841623619,0.884725007,1.200962186,1.194181783,1.148544559,0.940398472,1.050223155,1.042189755,1.12553257,1.198003189,0.797796588,1.044286473,0.869377715,1.023252517,0.27029157,30.42834747,104.78
camera_4,guitar_3,0.932972018,1.049118836,0.926873187,1.357276018,1.369416061,1.212142719,1.035869586,1.256386241,1.114346653,0.954760487,1.182711518,1.077102352,1.298121736,1.140406472,1.122505169,0.825535639,1.03595448,1.212179947,0.993239206,1.095815082,0.24523157,33.4208714,99.07
camera_4,guitar_4,1.343718472,0.949133578,0.753806484,0.905948955,0.740233863,0.789641506,0.918798311,0.75274414,1.193469236,1.056995131,1.144052159,1.243582304,1.255339042,1.331724584,0.999156116,0.965070513,0.824053476,1.075293228,0.969405841,1.131372973,0.27350694,31.96174268,105.29
camera_4,guitar_5,1.410176152,1.161502965,1.485926618,1.476500041,1.085391392,1.376254133,1.312611956,1.444848049,1.41276461,1.356560286,1.202691901,1.39398944,1.146885035,1.225715765,0.912612691,0.981350012,0.931694215,1.284658819,1.676446118,1.454825119,0.30072415,32.70904383,107.37
camera_4,lamp_1,1.181711812,0.974321085,0.97116989,1.259502963,1.021796999,1.12582726,1.151184396,1.27210476,1.123354739,1.266424182,1.050521245,0.927068333,1.154649516,0.978489393,1.173564183,1.302112407,1.398857765,1.190782151,0.685769119,0.95414831,0.2268903,23.02084961,98.891
camera_4,lamp_2,1.219466058,1.356891365,1.359727997,1.587300511,1.158973953,1.355463905,0.961590514,1.534444736,1.403410758,1.33237408,1.230920693,1.284373895,1.201409461,1.317702841,0.843938543,1.174150779,0.75719229,1.249118957,1.145431439,1.350535434,0.2682082,25.49957884,99.561
camera_4,lamp_3,0.968546606,1.110636441,0.793134253,0.937718377,1.131317961,1.262971942,1.225891901,1.52119795,1.076186697,1.142601678,0.940624573,0.967332191,1.057351752,0.894092398,1.424790571,1.165162548,0.937601529,1.127669152,1.365049604,1.100324388,0.1798887,25.35517333,88.338
camera_4,lamp_4,1.509054481,1.107119614,1.306785628,1.570133771,0.90436017,0.707225075,1.289942595,0.866125939,0.942414871,1.118499375,1.409311249,1.21666714,1.268214126,1.390672812,0.856897487,1.120941302,1.044917918,1.081187383,1.458083697,1.157719639,0.25230294,30.46517249,108.1
camera_4,lamp_5,1.332878669,1.025895395,0.92484777,1.127210031,0.870098046,0.846195708,0.844353037,0.767458136,1.180182442,1.008774994,1.387161829,1.088179686,1.199080333,1.197257053,0.585362946,1.117413262,1.04627562,1.198971175,0.884215209,1.242049509,0.2834224,24.18958136,88.476
camera_5,car_1,0.951751518,0.756690346,1.2227647,1.167677785,0.953201495,1.018842995,0.937717872,1.116405811,1.003943488,1.206605969,1.006895922,0.990235776,0.767698915,0.87792294,0.608524054,0.92405611,1.043169749,1.344662056,1.039778536,0.847826458,0.19973415,11.76992993,104.91
camera_5,car_2,1.115358941,0.785798065,0.98917066,1.158744577,0.260889456,0.828531682,0.826669441,0.768485603,1.182948436,1.261081756,1.211037655,1.156888303,0.903850345,0.982266341,0.782467706,1.102050455,1.138405747,0.839971985,1.263435173,1.053917299,0.23979074,15.41777745,121.55
camera_5,car_3,0.559529289,1.073186613,1.200288166,1.189374716,1.62718916,0.764499527,1.410867402,0.83221306,1.163901735,1.084124624,0.891889792,1.012382688,1.036136108,1.157845605,0.99157095,0.874665446,0.636225314,1.093521536,0.981747316,0.869484496,0.1737131,15.04075979,131.81
camera_5,car_4,1.130052418,1.246782663,1.178321547,1.008462889,0.700198482,1.224971723,1.049920923,1.4073148,1.073302607,1.36239167,0.888005962,1.08038366,1.074777552,1.347700378,0.919036986,0.889372935,1.097759513,1.451546769,1.228771022,1.211593383,0.18191475,14.37589693,124.4
camera_5,car_5,1.039149999,0.825249873,0.939482703,0.767943623,1.6551147,1.072248671,0.776887586,0.927575962,0.740048728,0.673672341,0.976158427,0.920513799,0.804598216,0.966779272,1.414025909,1.189404296,1.181467482,0.941327351,0.736168812,0.935973848,0.2025763,17.16788757,131.23
camera_5,guitar_1,1.435370454,1.027865623,0.840037786,0.567522443,1.172066366,1.414091885,1.297139528,0.983900468,1.022373482,1.270369934,1.063322097,1.143202821,1.048080769,1.180761414,1.525827476,1.103045469,0.867686461,1.209670787,1.233926715,1.162201758,0.2965702,20.02904771,130.17
