sub,lPPC_spaceloc,lPPC_distloc,lPPC_toolloc,lAPC_spaceloc,lAPC_distloc,lAPC_toolloc,rPPC_spaceloc,rPPC_distloc,rPPC_toolloc,rAPC_spaceloc,rAPC_distloc,rAPC_toolloc
1001.0,-0.013355285312077029,-0.000818683108403329,0.007114383002471316,-0.005836524306517781,0.0036009740022738706,-0.0007553251726562681,0.004550682951342614,0.011585231347676648,0.00217523528687137,0.015428140021348045,0.02085493802725783,0.02081640733082689
1002.0,0.009765550141520647,0.0228328113794023,0.02258507875519276,0.01747988252096686,0.009286187744757115,0.015554973751312191,0.005666494535908937,0.01999244033139797,-0.011114216273132716,0.0177550821734691,0.0077893874790305835,0.017941886992796877
1003.0,0.016181497032787446,0.020138599918108565,0.017980984551180905,0.008645645267922674,0.015197686088470958,0.011384751892333731,0.018647827043647272,0.024708486629552093,0.02080971406385728,0.02023668503853966,0.009897524765543331,0.03327028131314533
1004.0,0.0418319024902172,0.011109759404568358,0.005881441753837874,0.041789641971516064,0.0013256804135036778,0.0037150794693740943,0.029976063421430065,0.031440125463820585,0.0038189312090092615,0.005955732628813729,0.011877043447691174,0.00400803192573033
1005.0,0.013265024049174763,0.014595052530312408,0.0030007982118703,0.014059546086332824,0.00761634594861926,0.01310127018457188,0.02097190818509587,0.011120813238913644,0.011130126199454962,0.00480975512345558,-0.00046675856891027236,0.006129816688679444
1006.0,0.027840279592702372,0.014786991647494295,0.03380058005885108,0.034898165814160005,0.026034752684261784,0.029235712518377543,0.033324953684643596,0.02940044711615359,0.015128482096368466,0.03498574436245516,0.038615235601522746,0.01658483069313754
1007.0,-0.0073905169567618405,0.002228987866038474,0.008740771795204199,0.022421660241677955,0.003191692770290163,0.0008759226177335929,0.015202022750016902,0.02028881696331617,0.005179479481460792,0.028134058084838397,0.0003662734829403649,0.02111042122456382
1008.0,0.03497415476704953,0.05448235626778606,0.02694178091504991,0.027998273822827442,0.01700559277418413,0.020270638155028244,0.020863079989818928,0.04194711801421863,0.03386905006883188,0.027563864591253234,0.01756640886068865,0.039000108009269625
1009.0,0.02956210785414469,0.007591535793940519,0.023337994800588135,0.022807562270379975,0.008012490001249848,0.04179203168014428,0.02156516256219134,0.013849205331256817,0.007982091354411984,0.03284709695525304,0.02525727367559849,0.04186938609931515
1010.0,0.021868704157851346,0.014391117007146575,0.03218322754143775,0.02817536186094471,-0.00533817849794198,-0.040113005472252404,0.023485919373495028,0.011613956582353402,0.02202621856294561,0.02177779202899294,0.01595881660921302,0.014728542641953347
1011.0,0.024249442273785525,0.01931012576440777,0.028813403323166318,0.018866573065867056,0.009057165411877845,0.03709215488503187,0.03945026977467415,0.020810496620901654,0.012428083447724664,0.026711418563329356,0.014486119329393678,0.0541519137935242
1012.0,-0.02427517310691154,-0.017733600286708267,-0.02333721420954944,-0.008685782007674643,0.0031042893475023746,0.01326536948377236,0.03381775982643945,-0.0036979946359385193,-0.0016005593786481425,0.008407000161076069,0.02295019780456686,0.011404024022535177
