sub,lPPC_spaceloc,lPPC_distloc,lPPC_toolloc,lAPC_spaceloc,lAPC_distloc,lAPC_toolloc,rPPC_spaceloc,rPPC_distloc,rPPC_toolloc,rAPC_spaceloc,rAPC_distloc,rAPC_toolloc
1001.0,-0.011665814785056105,0.011408491510089061,0.0025855312952786686,-0.005839325402053117,0.013705720660780156,0.015008496676426128,0.01041070459005826,0.022592578990139892,0.004014832267795389,0.04107242116421402,0.04066847716781016,0.041337822361173435
1002.0,0.007313061034031763,0.017341727106198006,0.016106552116881556,0.008655757055996468,0.006781858624952087,0.009676009601225066,0.005433600392717575,0.018120962195297963,-0.003792080511047703,0.011064812626188079,0.004860984393841524,0.012684789721619997
1003.0,0.011106939367857897,0.01741294669177674,0.005602696070468219,0.004198630268340986,0.010165679319329301,0.008971472774818377,0.014973734457908758,0.027928722253131814,0.029853383117855684,0.021377701255780666,0.007711612863991599,0.03398591543698383
1004.0,0.04693992982572868,0.010466176028155956,0.004876635716341462,0.046425866787674824,-0.0008784540482467227,0.001856989552758003,0.02984565064145457,0.02829625571471744,0.004755097248994983,0.0057208249417619855,0.015116684215476121,0.0018379422273227068
1005.0,0.014551015213293609,0.020714426103896406,0.004259320907189699,0.010612385451790643,0.011038133496930638,0.0117781671551097,0.021975923499501664,0.008112286405587886,0.007246436652048377,-0.00113897153870612,-0.003461409184554029,0.0005556865163129434
1006.0,0.017899531857049893,0.005397502248074166,0.016059397272593163,0.0210305275681425,0.015289844050893838,0.011543215036377123,0.015017479740489071,0.01723885334994737,0.00704409353803585,0.02186136350433326,0.021687793614179555,0.005135863020624761
1007.0,-0.010835120182658371,-0.012682403999067718,-5.5512296323754786e-05,-0.006396138945088422,-0.011462755770071024,-0.012514944884589041,-0.004009938699329615,-0.007201865482753434,-0.0032879970681184527,-0.006335913911841654,-0.011220057311039757,0.009395180464263034
1008.0,0.0027901004264836242,0.028483533519619936,0.0008268338128601622,0.002405990219211323,-0.004753318202146534,-0.004906045472337423,-0.00013405429400181347,0.022763039627644203,0.024605689957957335,0.017615606443018742,0.007120685367495078,0.011815979240199646
1009.0,0.010958951113476511,0.0024803668488611896,0.0146483817049183,0.005839835891755599,-0.010012299779161729,0.027657033155236196,0.010496258422482762,0.008743168777022131,0.004412721446628619,0.020169057655184418,0.0119194694353682,0.024377104310966884
1010.0,0.014672374079375548,0.00885125812549457,0.03383066081174698,0.030018389110382057,-0.01721611147259171,-0.049288022704011655,0.014580996342598887,0.0036861639549872574,0.02177136344066861,0.019914258938254173,0.012605086402388143,0.0077341007629820775
1011.0,0.02793594826302806,0.023996458761935447,0.03144880220253241,0.01927408568944174,0.007679152681644292,0.04161213400579684,0.035272720306186965,0.018686515306263373,0.012959615584560042,0.02846112177147346,0.012949437068859706,0.058890473065324356
1012.0,-0.0015461990769839423,0.003174623651776056,-0.002018444458129188,0.0029864163981653084,0.010775258349594134,0.01896592601456232,0.03589540584650291,0.015354401760449792,0.00607350682664426,0.018940826282069174,0.0291323478251215,0.02398560789092149
